"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"532","Alex Pietrangelo","STL","D","28","1990-01-18","King City","ON","CAN","CAN","75","210","2008","STL","1","4","4"
"58","Alex Tanguay","COL","L","39","1979-11-21","Ste-Justine","QC","CAN","CAN","73","194","1998","COL","1","12","12"
"306","Alexander Edler","VAN","D","32","1986-04-21","Ostersund","","SWE","SWE","75","212","2004","VAN","3","26","91"
"182","Alexander Semin","CAR","R","34","1984-03-03","Krasnojarsk","","RUS","RUS","74","211","2002","WSH","1","13","13"
"202","Alexander Steen","STL","L","34","1984-03-01","Winnipeg","MB","CAN","SWE","72","211","2002","TOR","1","24","24"
"251","Alexander Sulzer","BUF","D","34","1984-05-30","Kaufbeuren","","DEU","DEU","73","198","2003","NSH","3","24","92"
"672","Alexander Urbom","WSH","D","27","1990-12-20","Stockholm","","SWE","SWE","76","215","2009","N.J","3","12","73"
"214","Alexandre Burrows","VAN","L","37","1981-04-11","Pincourt","QC","CAN","CAN","73","197","-","-","-","-","-"
"304","Alexei Emelin","MTL","D","32","1986-04-25","Togliatti","","RUS","RUS","74","218","2004","MTL","3","19","84"
"780","Alexey Marchenko","DET","D","26","1992-01-02","Moscow","","RUS","RUS","75","210","2011","DET","7","24","205"
"684","Anders Lee","NYI","L","28","1990-07-03","Edina","MN","USA","USA","75","231","2009","NYI","6","1","152"
"216","Andre Benoit","COL","D","34","1984-01-06","St. Albert","ON","CAN","CAN","71","190","-","-","-","-","-"
"579","Andrei Loktionov","CAR, N.J","C","28","1990-05-30","Voskresensk","","RUS","RUS","71","190","2008","L.A","5","2","123"
"73","Andrei Markov","MTL","D","39","1978-12-20","Voskresensk","","RUS","RUS","72","200","1998","MTL","6","17","162"
"289","Andrej Meszaros","BOS, PHI","D","33","1985-10-13","Povaská Bystrica","","SVK","SVK","74","223","2004","OTT","1","23","23"
"303","Andrej Sekera","CAR","D","32","1986-06-08","Bojnice","","SVK","SVK","72","200","2004","BUF","3","6","71"
"863","Andrej Sustr","T.B","D","28","1990-11-29","Plzen","","CZE","CZE","79","217","-","-","-","-","-"
"157","Andrew Alberts","VAN","D","37","1981-06-30","Minneapolis","MN","USA","USA","77","218","2001","BOS","6","14","179"
"569","Andrew Campbell","L.A","D","30","1988-02-04","Caledonia","ON","CAN","CAN","76","205","2008","L.A","3","13","74"
"351","Andrew Cogliano","ANA","L","31","1987-06-14","Toronto","ON","CAN","CAN","70","177","2005","EDM","1","25","25"
"388","Andrew Desjardins","S.J","L","32","1986-07-27","Lively","ON","CAN","CAN","73","195","-","-","-","-","-"
"443","Andrew Ebbett","PIT","C","35","1983-01-02","Vernon","BC","CAN","CAN","69","174","-","-","-","-","-"
"48","Andrew Ference","EDM","D","39","1979-03-17","Edmonton","AB","CAN","CAN","71","182","1997","PIT","8","18","208"
"281","Andrew Ladd","WPG","L","32","1985-12-12","Maple Ridge","BC","CAN","CAN","75","192","2004","CAR","1","4","4"
"434","Andrew MacDonald","NYI, PHI","D","32","1986-09-07","Judique","NS","CAN","CAN","73","204","2006","NYI","6","7","160"
"786","Andrew Shaw","CHI","C","27","1991-07-20","Belleville","ON","CAN","CAN","71","182","2011","CHI","5","18","139"
"393","Andy Greene","N.J","D","36","1982-10-30","Trenton","MI","USA","USA","71","190","-","-","-","-","-"
"774","Andy Miele","PHX","C","30","1988-04-15","Grosse Pointe Woods","MI","USA","USA","67","169","-","-","-","-","-"
"482","Anthony Peluso","WPG","R","29","1989-04-18","North York","ON","CAN","CAN","75","225","2007","STL","6","9","160"
"597","Antoine Roussel","DAL","L","29","1989-11-21","Roubaix","","FRA","FRA","71","199","-","-","-","-","-"
"115","Antoine Vermette","PHX","C","36","1982-07-20","St. Agapit","QC","CAN","CAN","73","197","2000","OTT","2","25","55"
"870","Anton Belov","EDM","D","32","1986-07-29","Ryazan","","RUS","RUS","76","218","-","-","-","-","-"
"622","Anton Lander","EDM","C","27","1991-04-24","Sundsvall","","SWE","SWE","72","184","2009","EDM","2","10","40"
"386","Anton Stralman","NYR","D","32","1986-08-01","Tibro","","SWE","SWE","71","190","2005","TOR","7","22","216"
"107","Anton Volchenkov","N.J","D","36","1982-02-25","Moscow","","RUS","RUS","73","220","2000","OTT","1","21","21"
"346","Anze Kopitar","L.A","C","31","1987-08-24","Jesenice","","SVN","SVN","75","225","2005","L.A","1","11","11"
"27","Arron Asham","NYR","R","40","1978-04-13","Portage La Prairie","MB","CAN","CAN","71","210","1996","MTL","3","19","71"
"431","Artem Anisimov","CBJ","C","30","1988-05-24","Yaroslavl","","RUS","RUS","76","198","2006","NYR","2","24","54"
"245","B.J. Crombeen","T.B","R","33","1985-07-10","Denver","CO","USA","USA","74","209","2003","DAL","2","24","54"
"80","Barret Jackman","STL","D","37","1981-03-05","Trail","BC","CAN","CAN","72","203","1999","STL","1","17","17"
"728","Beau Bennett","PIT","R","27","1991-11-27","Gardena","CA","USA","USA","74","195","2010","PIT","1","20","20"
"679","Ben Chiarot","WPG","D","27","1991-05-09","Hamilton","ON","CAN","CAN","75","219","2009","ATL","4","29","120"
"205","Ben Eager","EDM","L","34","1984-01-22","Ottawa","ON","CAN","CAN","74","226","2002","PHX","1","23","23"
"649","Ben Hanowski","CGY","R","28","1990-10-18","Little Falls","MN","USA","USA","74","210","2009","PIT","3","2","63"
"453","Ben Lovejoy","ANA","D","34","1984-02-20","Concord","NH","USA","USA","73","205","-","-","-","-","-"
"588","Ben Smith","CHI","R","30","1988-07-11","Winston-Salem","NC","USA","USA","71","203","2008","CHI","6","18","169"
"762","Ben Street","CGY","C","31","1987-02-13","Coquitlam","BC","CAN","CAN","71","190","-","-","-","-","-"
"437","Benn Ferriero","VAN","R","31","1987-04-29","Boston","MA","USA","USA","71","195","2006","PHX","7","13","196"
"342","Benoit Pouliot","NYR","L","32","1986-09-29","Alfred","ON","CAN","CAN","75","200","2005","MIN","1","4","4"
"752","Bill Arnold","CGY","C","26","1992-05-13","Boston","MA","USA","USA","72","193","2010","CGY","4","18","108"
"373","Blair Jones","CGY","C","32","1986-09-27","Central Butte","SK","CAN","CAN","74","216","2005","T.B","4","11","102"
"294","Blake Comeau","CBJ","L","32","1986-02-18","Meadow Lake","SK","CAN","CAN","73","200","2004","NYI","2","17","47"
"282","Blake Wheeler","WPG","R","32","1986-08-31","Plymouth","MN","USA","USA","77","225","2004","PHX","1","5","5"
"699","Bobby Butler","FLA","R","31","1987-04-26","Marlborough","MA","USA","USA","72","189","-","-","-","-","-"
"340","Bobby Ryan","OTT","R","31","1987-03-17","Cherry Hill","NJ","USA","USA","74","209","2005","ANA","1","2","2"
"795","Boone Jenner","CBJ","C","25","1993-06-15","Dorchester","ON","CAN","CAN","74","206","2011","CBJ","2","7","37"
"189","Boyd Gordon","EDM","C","35","1983-10-19","Unity","SK","CAN","CAN","72","200","2002","WSH","1","17","17"
"391","Bracken Kearns","S.J","C","37","1981-05-12","North Vancouver","BC","CAN","CAN","72","188","-","-","-","-","-"
"108","Brad Boyes","FLA","R","36","1982-04-17","Mississauga","ON","CAN","CAN","72","199","2000","TOR","1","24","24"
"829","Brad Hunt","EDM","D","30","1988-08-24","Maple Ridge","BC","CAN","CAN","69","187","-","-","-","-","-"
"488","Brad Malone","COL","C","29","1989-05-20","Miramichi","NB","CAN","CAN","73","217","2007","COL","4","14","105"
"398","Brad Marchand","BOS","L","30","1988-05-11","Halifax","NS","CAN","CAN","69","181","2006","BOS","3","8","71"
"451","Brad Mills","CHI","C","35","1983-05-03","Terrace","BC","CAN","CAN","72","195","-","-","-","-","-"
"64","Brad Richards","NYR","C","38","1980-05-02","Murray Hbr.","PE","CAN","CAN","72","199","1998","T.B","3","6","64"
"259","Brad Richardson","VAN","R","33","1985-02-04","Belleville","ON","CAN","CAN","72","190","2003","COL","5","27","163"
"54","Brad Stuart","S.J","D","39","1979-11-06","Rocky Mountain House","AB","CAN","CAN","74","215","1998","S.J","1","3","3"
"702","Brandon Bollig","CHI","L","31","1987-01-31","St. Charles","MO","USA","USA","74","220","-","-","-","-","-"
"298","Brandon Dubinsky","CBJ","C","32","1986-04-29","Anchorage","AK","USA","USA","74","205","2004","NYR","2","30","60"
"726","Brandon Gormley","PHX","D","26","1992-02-18","Murray River","PE","CAN","CAN","74","188","2010","PHX","1","13","13"
"598","Brandon Mashinter","NYR","L","30","1988-09-20","Bradford","ON","CAN","CAN","76","212","-","-","-","-","-"
"572","Brandon McMillan","PHX","L","28","1990-03-22","Richmond","BC","CAN","CAN","71","190","2008","ANA","3","24","85"
"654","Brandon Pirri","CHI, FLA","R","27","1991-04-10","Toronto","ON","CAN","CAN","72","186","2009","CHI","2","29","59"
"302","Brandon Prust","MTL","L","34","1984-03-16","London","ON","CAN","CAN","72","195","2004","CGY","3","5","70"
"798","Brandon Saad","CHI","L","26","1992-10-27","Pittsburgh","PA","USA","USA","73","206","2011","CHI","2","13","43"
"490","Brandon Sutter","PIT","C","29","1989-02-14","Huntington","NY","USA","CAN","75","190","2007","CAR","1","11","11"
"326","Brandon Yip","PHX","R","33","1985-04-25","Vancouver","BC","CAN","CAN","73","198","2004","COL","8","12","239"
"643","Brayden McNabb","BUF","D","27","1991-01-21","Davidson","SK","CAN","CAN","76","212","2009","BUF","3","5","66"
"627","Brayden Schenn","PHI","C","27","1991-08-22","Saskatoon","SK","CAN","CAN","73","200","2009","L.A","1","5","5"
"223","Braydon Coburn","PHI","D","33","1985-02-27","Shaunavon","SK","CAN","CAN","77","223","2003","ATL","1","8","8"
"755","Brendan Gallagher","MTL","R","26","1992-05-06","Edmonton","AB","CAN","CAN","69","184","2010","MTL","5","27","147"
"489","Brendan Smith","DET","D","29","1989-02-08","Mimico","ON","CAN","CAN","74","195","2007","DET","1","27","27"
"691","Brenden Dillon","DAL","D","28","1990-11-13","New Westminster","BC","CAN","CAN","76","225","-","-","-","-","-"
"42","Brenden Morrow","STL","L","39","1979-01-16","Carlyle","SK","CAN","CAN","71","212","1997","DAL","1","25","25"
"232","Brent Burns","S.J","D","33","1985-03-09","Barrie","ON","CAN","CAN","77","230","2003","MIN","1","20","20"
"227","Brent Seabrook","CHI","D","33","1985-04-20","Richmond","BC","CAN","CAN","75","220","2003","CHI","1","14","14"
"500","Brett Bellemore","CAR","D","30","1988-06-25","Windsor","ON","CAN","CAN","76","225","2007","CAR","6","11","162"
"724","Brett Bulmer","MIN","R","26","1992-04-26","Prince George","BC","CAN","CAN","76","212","2010","MIN","2","9","39"
"740","Brett Connolly","T.B","R","26","1992-05-02","Campbell River","BC","CAN","CAN","75","195","2010","T.B","1","6","6"
"521","Brett Gallant","NYI","L","29","1988-12-28","Summerside","PE","CAN","CAN","72","191","-","-","-","-","-"
"381","Brett Sutter","CAR","L","31","1987-06-02","Viking","AB","CAN","CAN","72","200","2005","CGY","6","17","179"
"236","Brian Boyle","NYR","C","33","1984-12-18","Hingham","MA","USA","USA","78","245","2003","L.A","1","26","26"
"46","Brian Campbell","FLA","D","39","1979-05-23","Strathroy","ON","CAN","CAN","70","192","1997","BUF","6","22","156"
"656","Brian Dumoulin","PIT","D","27","1991-09-06","Biddeford","ME","USA","USA","76","207","2009","CAR","2","21","51"
"835","Brian Flynn","BUF","C","30","1988-07-26","Lynnfield","MA","USA","USA","73","183","-","-","-","-","-"
"775","Brian Gibbons","PIT","C","30","1988-02-26","Braintree","MA","USA","USA","68","175","-","-","-","-","-"
"67","Brian Gionta","MTL","R","39","1979-01-18","Rochester","NY","USA","USA","67","178","1998","N.J","3","24","82"
"600","Brian Lashoff","DET","D","28","1990-07-16","Albany","NY","USA","USA","75","219","-","-","-","-","-"
"87","Brian McGrattan","CGY","R","37","1981-09-02","Hamilton","ON","CAN","CAN","76","235","1999","L.A","4","8","104"
"429","Brian Strait","NYI","D","30","1988-01-04","Waltham","MA","USA","USA","73","188","2006","PIT","3","2","65"
"722","Brock Nelson","NYI","C","27","1991-10-15","Warroad","MN","USA","USA","75","212","2010","NYI","1","30","30"
"159","Brooks Laich","WSH","C","35","1983-06-23","Wawota","SK","CAN","CAN","74","200","2001","OTT","6","28","193"
"106","Brooks Orpik","PIT","D","38","1980-09-26","San Francisco","CA","USA","USA","75","217","2000","PIT","1","18","18"
"55","Bryan Allen","ANA","D","38","1980-08-21","Kingston","ON","CAN","CAN","77","223","1998","VAN","1","4","4"
"293","Bryan Bickell","CHI","L","32","1986-03-09","Bowmanville","ON","CAN","CAN","76","223","2004","CHI","2","11","41"
"397","Bryan Little","WPG","C","31","1987-11-12","Edmonton","AB","CAN","CAN","72","191","2006","ATL","1","12","12"
"13","Bryce Salvador","N.J","D","42","1976-02-11","Brandon","MB","CAN","CAN","75","215","1994","T.B","6","8","138"
"885","Bryce Van Brabant","CGY","L","27","1991-11-12","Morinville","AB","CAN","CAN","75","207","-","-","-","-","-"
"412","Cal Clutterbuck","NYI","R","31","1987-11-18","Welland","ON","CAN","CAN","71","216","2006","MIN","3","9","72"
"706","Calle Jarnkrok","NSH","C","27","1991-09-25","Gävle","","SWE","SWE","71","186","2010","DET","2","21","51"
"633","Calvin de Haan","NYI","D","27","1991-05-09","Carp","ON","CAN","CAN","73","195","2009","NYI","1","12","12"
"585","Cam Atkinson","CBJ","R","29","1989-06-05","Riverside","CT","USA","USA","68","179","2008","CBJ","6","6","157"
"729","Cam Fowler","ANA","D","27","1991-12-05","Windsor","ON","CAN","USA","73","206","2010","ANA","1","12","12"
"184","Cam Janssen","N.J","R","34","1984-04-15","St. Louis","MO","USA","USA","72","215","2002","N.J","4","21","117"
"562","Cameron Gaunce","DAL","D","28","1990-03-19","Sudbury","ON","CAN","CAN","74","204","2008","COL","2","20","50"
"832","Cameron Schilling","WSH","D","30","1988-10-07","Carmel","IN","USA","USA","74","182","-","-","-","-","-"
"497","Carl Gunnarsson","TOR","D","32","1986-11-09","Orebro","","SWE","SWE","74","198","2007","TOR","7","13","194"
"513","Carl Hagelin","NYR","L","30","1988-08-23","Sodertalje","","SWE","SWE","71","186","2007","NYR","6","17","168"
"617","Carl Klingberg","WPG","L","27","1991-01-28","Gothenburg","","SWE","SWE","75","188","2009","ATL","2","4","34"
"295","Carl Soderberg","BOS","C","33","1985-10-12","Malmö","","SWE","SWE","75","210","2004","STL","2","19","49"
"135","Carlo Colaiacovo","STL","D","35","1983-01-27","Toronto","ON","CAN","CAN","73","202","2001","TOR","1","17","17"
"487","Carson McMillan","MIN","R","30","1988-09-10","Brandon","MB","CAN","CAN","73","196","2007","MIN","7","19","200"
"613","Carter Ashton","TOR","R","27","1991-04-01","Winnipeg","MB","CAN","CAN","75","215","2009","T.B","1","29","29"
"666","Casey Cizikas","NYI","C","27","1991-02-27","Toronto","ON","CAN","CAN","71","195","2009","NYI","4","1","92"
"695","Casey Wellman","WSH","C","31","1987-10-18","Brentwood","CA","USA","USA","72","173","-","-","-","-","-"
"858","Cedric Paquette","T.B","C","25","1993-08-13","Gaspe","QC","CAN","CAN","73","198","2012","T.B","4","10","101"
"838","Chad Billins","CGY","D","29","1989-05-26","Port Huron","MI","USA","USA","70","180","-","-","-","-","-"
"869","Chad Ruhwedel","BUF","D","28","1990-05-07","San Diego","CA","USA","USA","71","191","-","-","-","-","-"
"716","Charlie Coyle","MIN","C","26","1992-03-02","E. Weymouth","MA","USA","USA","75","220","2010","S.J","1","28","28"
"701","Chris Breen","CGY","D","29","1989-06-29","Uxbridge","ON","CAN","CAN","79","226","-","-","-","-","-"
"619","Chris Brown","PHX, WSH","R","27","1991-02-03","Flower Mound","TX","USA","USA","74","188","2009","PHX","2","6","36"
"370","Chris Butler","CGY","D","32","1986-10-27","St. Louis","MO","USA","USA","73","196","2005","BUF","4","5","96"
"392","Chris Conner","PIT","R","34","1983-12-23","Westland","MI","USA","USA","67","181","-","-","-","-","-"
"204","Chris Higgins","VAN","L","35","1983-06-02","Smithtown","NY","USA","USA","72","205","2002","MTL","1","14","14"
"86","Chris Kelly","BOS","C","38","1980-11-11","Toronto","ON","CAN","CAN","72","190","1999","OTT","3","28","94"
"640","Chris Kreider","NYR","L","27","1991-04-30","Boxford","MA","USA","USA","75","216","2009","NYR","1","19","19"
"217","Chris Kunitz","PIT","L","39","1979-09-26","Regina","SK","CAN","CAN","72","188","-","-","-","-","-"
"528","Chris Mueller","DAL","C","32","1986-03-06","West Seneca","NY","USA","USA","71","196","-","-","-","-","-"
"72","Chris Neil","OTT","R","39","1979-06-18","Flesherton","ON","CAN","CAN","73","209","1998","OTT","6","16","161"
"20","Chris Phillips","OTT","D","40","1978-03-09","Calgary","AB","CAN","CAN","75","219","1996","OTT","1","1","1"
"272","Chris Porter","STL","L","34","1984-05-29","Toronto","ON","CAN","CAN","73","206","2003","CHI","9","21","282"
"410","Chris Stewart","BUF, STL","R","31","1987-10-30","Toronto","ON","CAN","CAN","74","242","2006","COL","1","18","18"
"436","Chris Summers","PHX","D","30","1988-02-05","Ann Arbor","MI","USA","USA","74","207","2006","PHX","1","29","29"
"478","Chris Terry","CAR","L","29","1989-04-07","Brampton","ON","CAN","CAN","70","191","2007","CAR","5","11","132"
"143","Chris Thorburn","WPG","R","35","1983-06-03","Sault Ste. Marie","ON","CAN","CAN","75","235","2001","BUF","2","20","50"
"371","Chris VandeVelde","PHI","C","31","1987-03-15","Moorhead","MN","USA","USA","74","190","2005","EDM","4","6","97"
"151","Christian Ehrhoff","BUF","D","36","1982-07-06","Moers","","DEU","DEU","74","201","2001","S.J","4","10","106"
"886","Christian Folin","MIN","D","27","1991-02-09","Gothenburg","","SWE","SWE","75","204","-","-","-","-","-"
"718","Christian Thomas","MTL","L","26","1992-05-26","Toronto","ON","CAN","CAN","69","175","2010","NYR","2","10","40"
"704","Christopher Tanev","VAN","D","28","1989-12-20","Toronto","ON","CAN","CAN","74","197","-","-","-","-","-"
"133","Chuck Kobasew","PIT","R","36","1982-04-17","Vancouver","BC","CAN","CAN","72","192","2001","CGY","1","14","14"
"250","Clarke MacArthur","OTT","L","33","1985-04-06","Lloydminster","AB","CAN","CAN","72","192","2003","BUF","3","6","74"
"415","Claude Giroux","PHI","C","30","1988-01-12","Hearst","ON","CAN","CAN","71","185","2006","PHI","1","22","22"
"274","Clayton Stoner","MIN","D","33","1985-02-19","Port McNeill","BC","CAN","CAN","76","216","2004","MIN","3","14","79"
"369","Cody Bass","CBJ","C","31","1987-01-07","Owen sound","ON","CAN","CAN","72","205","2005","OTT","4","4","95"
"848","Cody Ceci","OTT","D","24","1993-12-21","Ottawa","ON","CAN","CAN","74","209","2012","OTT","1","15","15"
"669","Cody Eakin","DAL","C","27","1991-05-24","Winnipeg","MB","CAN","CAN","72","190","2009","WSH","3","24","85"
"366","Cody Franson","TOR","D","31","1987-08-08","Sicamous","BC","CAN","CAN","77","224","2005","NSH","3","18","79"
"551","Cody Goloubef","CBJ","D","29","1989-11-30","Mississauga","ON","CAN","CAN","73","200","2008","CBJ","2","7","37"
"536","Cody Hodgson","BUF","C","28","1990-02-18","Toronto","ON","CAN","CAN","72","191","2008","VAN","1","10","10"
"883","Cody Kunyk","T.B","R","28","1990-05-20","Sherwood Park","AB","CAN","CAN","71","195","-","-","-","-","-"
"152","Cody McCormick","BUF, MIN","C","35","1983-04-18","London","ON","CAN","CAN","74","222","2001","COL","5","13","144"
"335","Cody McLeod","COL","L","34","1984-06-26","Binscarth","MB","CAN","CAN","74","204","-","-","-","-","-"
"559","Colby Robak","FLA","D","28","1990-04-24","Dauphin","MB","CAN","CAN","75","194","2008","FLA","2","16","46"
"248","Colin Fraser","L.A","C","33","1985-01-28","Sicamous","BC","CAN","CAN","73","190","2003","PHI","3","1","69"
"385","Colin Greening","OTT","C","32","1986-03-09","St. John's","NL","CAN","CAN","74","210","2005","OTT","7","10","204"
"244","Colin McDonald","NYI","R","34","1984-09-30","Wethersfield","CT","USA","USA","74","219","2003","EDM","2","21","51"
"535","Colin Wilson","NSH","C, L","29","1989-10-20","Greenwich","CT","USA","USA","73","221","2008","NSH","1","7","7"
"125","Colton Orr","TOR","R","36","1982-03-03","Winnipeg","MB","CAN","CAN","75","222","-","-","-","-","-"
"494","Colton Sceviour","DAL","C","29","1989-04-20","Red Deer","AB","CAN","CAN","72","192","2007","DAL","4","21","112"
"855","Colton Sissons","NSH","C","25","1993-11-05","North Vancouver","BC","CAN","CAN","73","200","2012","NSH","2","20","50"
"857","Connor Carrick","WSH","D","24","1994-04-13","Orland Park","IL","USA","USA","70","192","2012","WSH","5","16","137"
"823","Connor Murphy","PHX","D","25","1993-03-26","Dublin","OH","USA","USA","76","212","2011","PHX","1","20","20"
"864","Conor Allen","NYR","D","28","1990-01-31","Chicago","IL","USA","USA","73","188","-","-","-","-","-"
"675","Corban Knight","CGY","C","28","1990-09-10","Oliver","BC","CAN","CAN","74","195","2009","FLA","5","14","135"
"237","Corey Perry","ANA","R","33","1985-05-16","Peterborough","ON","CAN","CAN","75","206","2003","ANA","1","28","28"
"254","Corey Potter","BOS, EDM","D","34","1984-01-05","Lansing","MI","USA","USA","75","204","2003","NYR","4","21","122"
"498","Corey Tropp","BUF, CBJ","R","29","1989-07-25","Grosse Pointe Woods","MI","USA","USA","72","192","2007","BUF","3","28","89"
"772","Cory Conacher","BUF, OTT","C","28","1989-12-14","Burlington","ON","CAN","CAN","68","180","-","-","-","-","-"
"425","Cory Emmerton","DET","C","30","1988-06-01","St. Thomas","ON","CAN","CAN","72","191","2006","DET","2","11","41"
"24","Cory Sarich","COL","D","40","1978-08-16","Saskatoon","SK","CAN","CAN","76","207","1996","BUF","2","1","27"
"29","Craig Adams","PIT","R","41","1977-04-26","Seria","","BRN","CAN","72","200","1996","HFD","9","8","223"
"689","Craig Cunningham","BOS","L","28","1990-09-13","Trail","BC","CAN","CAN","70","184","2010","BOS","4","7","97"
"665","Craig Smith","NSH","R","29","1989-09-05","Madison","WI","USA","USA","73","208","2009","NSH","4","7","98"
"277","Curtis Glencross","CGY","L","35","1982-12-28","Kindersley","SK","CAN","CAN","73","197","-","-","-","-","-"
"23","Dainius Zubrus","N.J","C","40","1978-06-16","Elektrenai","","LTU","LTU","77","225","1996","PHI","1","15","15"
"575","Dale Weise","MTL, VAN","R","30","1988-08-05","Winnipeg","MB","CAN","CAN","74","206","2008","NYR","4","20","111"
"594","Dalton Prout","CBJ","D","28","1990-03-13","Kingsville","ON","CAN","CAN","75","215","2010","CBJ","6","4","154"
"859","Damien Brunner","N.J","R","32","1986-03-09","Zürich","","CHE","CHE","71","185","-","-","-","-","-"
"51","Dan Boyle","S.J","D","42","1976-07-12","Ottawa","ON","CAN","CAN","71","194","-","-","-","-","-"
"389","Dan Girardi","NYR","D","34","1984-04-29","Welland","ON","CAN","CAN","73","212","-","-","-","-","-"
"131","Dan Hamhuis","VAN","D","35","1982-12-13","Smithers","BC","CAN","CAN","73","204","2001","NSH","1","12","12"
"492","Dana Tyrell","T.B","C","29","1989-04-23","Airdrie","AB","CAN","CAN","70","192","2007","T.B","2","17","47"
"12","Daniel Alfredsson","DET","R","45","1972-12-11","Gothenburg","","SWE","SWE","71","203","1994","OTT","6","3","133"
"22","Daniel Briere","MTL","C","41","1977-10-06","Gatineau","QC","CAN","CAN","69","174","1996","PHX","1","24","24"
"249","Daniel Carcillo","L.A, NYR","L","33","1985-01-28","King City","ON","CAN","CAN","72","200","2003","PIT","3","5","73"
"40","Daniel Cleary","DET","R","39","1978-12-18","Carbonear","NL","CAN","CAN","73","205","1997","CHI","1","13","13"
"200","Daniel Paille","BOS","L","34","1984-04-15","Welland","ON","CAN","CAN","73","188","2002","BUF","1","20","20"
"77","Daniel Sedin","VAN","L","38","1980-09-26","Ornskoldsvik","","SWE","SWE","73","190","1999","VAN","1","2","2"
"328","Daniel Winnik","ANA","L","33","1985-03-06","Toronto","ON","CAN","CAN","74","210","2004","PHX","9","7","265"
"865","Danny DeKeyser","DET","D","28","1990-03-07","Detroit","MI","USA","USA","75","192","-","-","-","-","-"
"100","Dany Heatley","MIN","L","37","1981-01-21","Freiburg","","DEU","CAN","75","212","2000","ATL","1","2","2"
"690","Darren Archibald","VAN","R","28","1990-02-09","Newmarket","ON","CAN","CAN","75","210","-","-","-","-","-"
"376","Darren Helm","DET","C","31","1987-01-21","St. Andrews","MB","CAN","CAN","72","196","2005","DET","5","7","132"
"452","Darroll Powe","NYR","C","33","1985-06-22","Saskatoon","SK","CAN","CAN","71","212","-","-","-","-","-"
"292","Dave Bolland","TOR","C","32","1986-06-05","Mimico","ON","CAN","CAN","72","188","2004","CHI","2","2","32"
